西城德胜门马甸新风 南北两居 中楼层户型好 精装 采光无敌,1050万,129485元/m²,2室1厅,81m²,低层(共8层),1999年建造,蒋大军,新街口外大街28号院  西城-德胜门-新街口外大街28号,[]
富贵园一区有钥匙西南采光好板楼对花园采光好人车分流,1050万,114130元/m²,2室1厅,92m²,低层(共8层),2005年建造,陈全俊,"富贵园四区  东城-东花市-东花市东街,近广渠门内大街",[]
急售怡海花园 满北通透 带电梯 交通便利 配套成熟 近地铁,520万,59286元/m²,2室1厅,87m²,低层(共11层),2004年建造,李维亮,怡海花园  丰台-科怡路-恒富中街,"['配套成熟', '品质小区 ']"
尚 诚  莱圳家园南北两居室，满五年税少，看房方便，价格可谈,595万,62684元/m²,2室1厅,94m²,低层(共18层),2007年建造,林泽恩,莱圳家园北区  海淀-清河-育新花园西路,"['配套成熟', '品质小区 ']"
尚 诚 莱圳家园通透两居 满五年无个税 装修好 价格可谈,595万,62684元/m²,2室1厅,94m²,低层(共16层),2009年建造,李良,莱圳家园北区  海淀-清河-育新花园西路,"['次新小区', '交通便利']"
果园城铁 南北通透两居 怡乐北街 单价便宜两居 没税房,342万,39985元/m²,2室2厅,85m²,高层(共6层),2001年建造,宋英,怡乐北街小区  通州-九棵树-怡乐北街,[]
尚诚  莱圳家园  大两居  位置安静看房方便,595万,62684元/m²,2室1厅,94m²,低层(共18层),2007年建造,王立恒,莱圳家园北区  海淀-清河-育新花园西路,"['品质小区 ', '田园风']"
珠江绿洲 南北通透两居低层465万,465万,46790元/m²,2室1厅,99m²,低层(共31层),2005年建造,田思云,珠江绿洲家园  朝阳-定福庄-建国路18号,['南北通透']
拥金1.2房价可大议康缘 中间楼层  角门东地铁,465万,52042元/m²,2室1厅,89m²,高层(共14层),2003年建造,刘学东,"康缘居  丰台-角门-马家堡路,近角门路",[]
金域华府 南北两居室 装修好 视野采光好 看房方便,510万,56559元/m²,2室1厅,90m²,高层(共28层),2013年建造,于欣美,金域华府  昌平-回龙观-龙域中路,[]
密西花园 紧邻公园河边 精装大三居 车位充足 公摊小 便宜卖,249万,20510元/m²,3室2厅,121m²,低层(共6层),2006年建造,张艳丰,密西花园  密云-密云-新北路26号,"['品质小区 ', '南北通透']"
地铁四号线边枫竹苑小区2居室出售,550万,62104元/m²,2室1厅,88m²,低层(共15层),2006年建造,侯作洲,枫竹苑二区  丰台-马家堡-马家堡角门18号,"['南北通透', '主卧朝南', '客厅朝南']"
拥金1.2 房价可大议 地铁四号线边枫竹苑小区2居室出售,550万,62104元/m²,2室1厅,88m²,低层(共15层),2006年建造,孙鹏辉,枫竹苑二区  丰台-马家堡-马家堡角门18号,[]
2000年农行家属楼 精装修南北通透两居带客厅 明厨明卫急售,680万,92091元/m²,2室1厅,73m²,低层(共7层),2000年建造,孔亚玲,王家园胡同35号院  东城-东直门外-心中西街,"['品质小区 ', '繁华地段']"
回龙观，南北两居，一层带院，13号线，带阳光房，使用面积大,295万,44029元/m²,2室1厅,67m²,共4层,1996年建造,蔡佳彣,万龙社区  昌平-回龙观-南店北路,['配套成熟']
安交 安馨园 二居 六层板楼带电梯 南北通透 小区带花园,1590万,113750元/m²,2室2厅,139m²,低层(共6层),2004年建造,郑智远,安馨园  东城-交道口-花园东巷29号,"['南北通透', '环境优美']"
中信沁园(中信城二期) 2室1厅1卫 经典实用 品质小区,1230万,129242元/m²,2室1厅,95m²,低层(共23层),2010年建造,许鑫,中信沁园  西城-陶然亭-菜市口大街甲2号,['繁华地段']
三环边 天怡福园2013年 南北通透 大两居 一梯两户,576万,64959元/m²,2室1厅,88m²,低层(共18层),2010年建造,陆婵,天怡福园小区  丰台-宋家庄-方庄南路,"['繁华地段', '品质小区 ', '次新小区']"
拥金1.2，房价可大议。成熟社区，临地铁，观景2居，无税房,620万,65263元/m²,2室1厅,95m²,高层(共24层),2005年建造,段朝辉,首科花园  丰台-六里桥东-北京西站南路,[]
VR全景看房~顶秀美泉精装修~客厅通阳台~南北通透~业主急售,400万,36363元/m²,2室2厅,110m²,共5层,2010年建造,唐欣玉,顶秀美泉小镇A区  怀柔-怀柔-京加线,"['环境优美', '品质小区 ', '配套成熟']"
奥园二期 满五年 税费少 三面环树 性较好,780万,77380元/m²,2室2厅,100m²,共5层,2004年建造,王志刚,奥林匹克花园(二期)  朝阳-东坝-单店中路,"['南北通透', '低密度', '带花园']"
丽泽商务区金都苑16号线14号线地铁满五年一套住房出售,636万,54984元/m²,2室2厅,115m²,低层(共29层),2006年建造,程继平,金都苑  丰台-丽泽桥-三路居路18号,"['南北通透', '近地铁']"
古城价*潜力，新修路，离古城地铁站近,215万,39814元/m²,2室1厅,54m²,共5层,1986年建造,张川,古城街道燕山水泥厂社区  石景山-古城-京原路68号,[]
黄村 新安里 商品房中楼层 首付100万 随时签约 接受时效,290万,33850元/m²,2室1厅,85m²,中层(共6层),1999年建造,石振兴,新安里  大兴-黄村-团河路,[]
金域华府 2012年社区 电梯两居室 2428层 510万,510万,56559元/m²,2室1厅,90m²,高层(共28层),2012年建造,董米凯,金域华府  昌平-回龙观-龙域中路,[]
物资部大院，精装两居室，南北通透，中间楼层，采光好,780万,116591元/m²,2室1厅,66m²,共4层,1986年建造,姚云,物资部大院  西城-月坛-月坛北街25号,"['配套成熟', '安全性高']"
颐和园新建宫门路21号院 东西三居带自建42平卖700万,754万,109928元/m²,2室2厅,68m²,共3层,1995年建造,康宁波,新建宫门路21号院  海淀-颐和园-新建宫门路21号,"['环境优美', '品质小区 ', '素质住户']"
广渠门内  广和里小区 2室1厅1卫 主卧朝南 经典实用,400万,59444元/m²,2室1厅,67m²,低层(共6层),1997年建造,秦义浜,广和里  朝阳-劲松-广和门南滨河路,"['小户型', '厅带阳台']"
北戴河中央疗养院旁，养老，旅游，度假，。海边2公里,50万,5543元/m²,2室2厅,90m²,中层(共26层),2016年建造,赵金龙,孔雀王府  北京周边-秦皇岛-365省道,"['环境优美', '繁华地段', '交通便利']"
7q9南北双线通透两居室，户型方正可改三居室,1300万,102362元/m²,2室2厅,127m²,低层(共12层),2005年建造,孙科,蓝靛厂翠叠园  海淀-世纪城-蓝靛厂中路,[]
三环边方庄，正规2居室，精装修商品房满二年,290万,54104元/m²,2室1厅,53m²,高层(共6层),1993年建造,王瑞明,东铁营横一条小区  丰台-宋家庄-东铁营横一条,"['景观房', '中国风', '近地铁']"
国图地铁 动物园宿舍新上中间层二居紧临海洋馆 钢研口腔医院,530万,92673元/m²,2室1厅,57m²,低层(共6层),1985年建造,王建齐,动物园社区  海淀-白石桥-北动物园路,"['配套成熟', '素质住户', '品质小区 ']"
老山精装两居室，超棒出售。速速来定,260万,50980元/m²,2室1厅,51m²,共5层,1989年建造,张川,老山西里  石景山-老山-老山南路,[]
拥金1.2 房价可大议 南三环草桥大两居室 带电梯低单价,410万,47180元/m²,2室1厅,86m²,低层(共20层),1998年建造,李小龙,玉安园  丰台-草桥-嘉园路,[]
（青花附）新源里西.全明2室.满五V一.自建大阳台,432万,79309元/m²,2室1厅,54m²,低层(共6层),1991年建造,庄建建,新源里西小区  朝阳-三里屯-新东路,[]
鸿运花园 2室2厅2卫 主卧朝南 客厅朝南 南北通透 不临街,1190万,80853元/m²,2室2厅,147m²,低层(共6层),1996年建造,秦义浜,鸿运花园  东城-龙潭湖-天坛东路48号,['靠近花园']
万科假日风景  2室2厅 540万 花园洋房社区 临地铁,540万,63209元/m²,2室1厅,85m²,共5层,2009年建造,陈波,"万科中粮假日风景C区  丰台-青塔-大瓦窑北路,近小屯西路",[]
拥金1.2 房价可大议 地铁四号线边 枫竹苑小区 2居室出售,550万,62104元/m²,2室1厅,88m²,低层(共15层),2006年建造,刘立超,枫竹苑二区  丰台-马家堡-马家堡角门18号,[]
拥金1.2房价可大议康缘 中间楼层  角门东地铁,465万,52042元/m²,2室1厅,89m²,高层(共14层),2002年建造,侯作洲,"康缘居  丰台-角门-马家堡路,近角门路","['品质小区 ', '靠近花园']"
拥金1.2 房价可大议 全南向满五年商品房地铁 公益西桥,550万,62104元/m²,2室1厅,88m²,低层(共15层),2006年建造,张冲,枫竹苑二区  丰台-马家堡-马家堡角门18号,"['近地铁', '三房朝南', '双阳台']"
万科假日风景  2室2厅 540万 花园洋房社区 临地铁,540万,63209元/m²,2室1厅,85m²,共5层,2009年建造,刘金山,"万科中粮假日风景C区  丰台-青塔-大瓦窑北路,近小屯西路",[]
拥金1.2 房价可大议 枫竹苑小区2居室 出售 看房有钥匙,550万,62104元/m²,2室1厅,88m²,低层(共15层),2006年建造,程小龙,枫竹苑二区  丰台-马家堡-马家堡角门18号,[]
万科假日风景  2室2厅 540万 花园洋房社区 临地铁,540万,63209元/m²,2室1厅,85m²,共5层,2009年建造,张森,"万科中粮假日风景C区  丰台-青塔-大瓦窑北路,近小屯西路",[]
地铁四号线边枫竹苑小区2居室出售,550万,62104元/m²,2室1厅,88m²,低层(共15层),2006年建造,李瑞芝,枫竹苑二区  丰台-马家堡-马家堡角门18号,[]
尚 诚 水木天成可观盘古大两居 视野好 户型好 楼下是物美,637万,65737元/m²,2室1厅,96m²,高层(共30层),2008年建造,李良,水木天成  海淀-清河-龙岗路69号,"['繁华地段', '品质小区 ']"
安 家.西三旗沁春家园低于市场价30万，满五年，三阳台，急售,438万,55541元/m²,2室1厅,78m²,低层(共6层),2003年建造,贺金荣,沁春家园  海淀-西三旗-西三旗转盘东路3号,['繁华地段']
金顶阳光 全南两居室 采光充足 视野开阔 精装修 户型方正,415万,46420元/m²,2室1厅,89m²,低层(共21层),2009年建造,张翠香,金顶阳光梧桐园  石景山-苹果园-金顶北路18号,"['近地铁', '配套成熟', '交通便利']"
林肯公园 实景拍摄 经典户型 92平米550万 有钥匙随时看,560万,59574元/m²,2室2厅,94m²,低层(共22层),2011年建造,李冰,林肯公园C区  大兴-亦庄-西环北路,"['繁华地段', '品质小区 ', '安全性高']"
山水汇豪 急售 窦店高速旁三居室 满五唯一 有钥匙落地阳台,215万,21500元/m²,2室1厅,100m²,低层(共6层),2007年建造,王爱文,山水汇豪苑(南区)  房山-窦店-窦店北路,"['配套成熟', '繁华地段', '品质小区 ']"
安家.霍营 蓝天园小区 满五年无税 价格还能谈 南北两居室,405万,49511元/m²,2室1厅,81m²,共5层,2000年建造,卫力凡,蓝天园小区  昌平-霍营-济远路,"['配套成熟', '繁华地段']"
南海家园 婚房精装南北两居带阳台 小区中间 直通车库 有钥匙,300万,33333元/m²,2室2厅,90m²,中层(共17层),2012年建造,李新晔,南海家园三里  大兴-瀛海镇-泰河一街,"['配套成熟', '繁华地段', '品质小区 ']"
望都佳园~中间楼层~精装修~采光效果好~房主靠谱卖,168万,20299元/m²,2室1厅,82m²,中层(共6层),2012年建造,李繁,龙庆望都佳园  延庆-康庄-西官路,"['繁华地段', '品质小区 ', '安全性高']"
（尚 诚）强佑新城2居室，看房方便，价格能谈，视野无遮挡！,630万,71590元/m²,2室1厅,88m²,低层(共27层),2012年建造,高波,"强佑清河新城  海淀-清河-京藏高速辅路,近清河中街","['繁华地段', '品质小区 ']"
安家. 清河 福美苑 正规南北大二居 配套齐 诚心卖随时签约,510万,57015元/m²,2室2厅,89m²,高层(共18层),2013年建造,李高旗,福美苑小区  海淀-清河-营福路10号,"['繁华地段', '位置安静', '低密度']"
丰台科技园 怡海花园富润园 两居室 东南向 诚心出售,520万,62297元/m²,2室1厅,83m²,中层(共18层),2004年建造,贾泽娟,怡海花园  丰台-科怡路-恒富中街,[]
新上 八角北路小区 二层 精装修 南北通透 交通便利,280万,51851元/m²,2室1厅,54m²,低层(共6层),1986年建造,冯大伟,八角北路社区  石景山-八角-八角北路,"['配套成熟', '南北通透', '采光好']"
南北通透 两室一厅 带双阳台 出行方便 带装修 带飘窗中楼层,200万,22988元/m²,2室1厅,87m²,中层(共15层),2012年建造,赵杨,育新花园南里  大兴-大兴区其他-育仁街1号,"['带飘窗', '交通便利', '品质小区 ']"
安 家.清河西三旗知本时代全明格局，总价低，满五年，随时看房,568万,57829元/m²,2室2厅,98m²,低层(共15层),2004年建造,贺金荣,知本时代  海淀-西三旗-建材城西路,['品质小区 ']
古城南路两居室，二层南北通透，满五年，独门独院，环境幽静！,280万,49122元/m²,2室1厅,57m²,共5层,1985年建造,冯大伟,古城南路小区东区  石景山-古城-古城路39号,"['交通便利', '配套成熟', '安全性高']"
望都佳园~好格局~满五唯一~精装修~省双税费,157万,17830元/m²,2室1厅,88m²,低层(共6层),2012年建造,沈亚鹏,龙庆望都佳园  延庆-康庄-西官路,"['品质小区 ', '配套成熟', '繁华地段']"
中信城三期 次顶层 南向两居 看房有钥匙,1370万,149890元/m²,2室1厅,91m²,高层(共20层),2011年建造,王永威,中信禧园  西城-陶然亭-果子巷三号,[]
郝庄西区~30万装修保持干净~中间楼层适合居住~南北带客厅,275万,33373元/m²,2室1厅,82m²,中层(共6层),2003年建造,魏月,郝庄家园西区  昌平-昌平县城-南北庄路,[]
万科两居~主卧室大带衣帽间~满五住宅~前后间距大~采光好,378万,41588元/m²,2室1厅,90m²,低层(共22层),2009年建造,刘炯炀,金隅万科城  昌平-昌平县城-南环路,"['品质小区 ', '配套成熟']"
保利罗兰香新上 2室2厅 精装修 满两年 首付130万,370万,43325元/m²,2室2厅,85m²,中层(共15层),2012年建造,陈劼,保利罗兰香谷  昌平-沙河-沙阳路34号,"['主卧朝南', '客厅朝南', '拎包入住']"
[新平北路5号院]现浇房，满五唯一，现代格局，拎包入住免动手,206万,25121元/m²,2室1厅,82m²,中层(共6层),2008年建造,梁娜娜,新平北路5号院  平谷-平谷其他区-新平北路5号,"['繁华地段', '小户型', '一梯两户']"
安家，急售清河  永泰庄地铁附近正规大两居，户型非常好可大谈,448万,72258元/m²,2室1厅,62m²,低层(共6层),1999年建造,杨家帆,前屯路58号院  海淀-清河-前屯路58号,"['交通便利', '配套成熟']"
尚诚 南向两居室低总价 满五唯一 户型方正 采光好,618万,83978元/m²,2室1厅,73m²,低层(共16层),2009年建造,许可,莱圳家园南区  海淀-清河-育新花园西路,"['配套成熟', '素质住户']"
安家.西三旗 黄平路8号院 一层两居 看房方便 诚心出售 急,308万,58113元/m²,2室1厅,53m²,低层(共6层),1998年建造,李永廷,黄平路8号院  昌平-霍营-黄平路8号,['安全性高']
C21陶然亭四平园 南北 两居 带电梯央产房（有钥匙）,950万,95959元/m²,2室1厅,99m²,高层(共12层),1998年建造,芦彬,四平园小区  西城-陶然亭-南横东街,['配套成熟']
拥金1.2房价可大议马家堡 草桥 两居 大谈 装修好 自住,427万,57702元/m²,2室1厅,74m²,低层(共17层),2001年建造,钟文斌,玉安园  丰台-草桥-嘉园路,['大两房']
新上方庄正中 急售！（低密度小区）（西南向两居室）（有钥匙）,455万,66133元/m²,2室1厅,68m²,低层(共25层),1995年建造,周世波,芳城园二区  丰台-方庄-蒲芳路,['繁华地段']
"瑞雪春堂南向两居出售, 送全套家具家电中间楼层有钥匙.",290万,32157元/m²,2室1厅,90m²,中层(共17层),2007年建造,王爱荣,瑞雪春堂  房山-良乡-良官公路,[]
新景东区商品房，两居南北向，*，原*高，看房有钥匙,830万,101915元/m²,2室1厅,81m²,低层(共18层),2004年建造,顾颂,新景家园东区  东城-崇文门-西花市大街32号,"['繁华地段', '南北通透', '靠近花园']"
新上八角北路两居室 一层 满五唯一 八角经典户型 可谈 急售,290万,47540元/m²,2室1厅,61m²,低层(共6层),1988年建造,张羽,八角北路社区  石景山-八角-八角北路,[]
5号楼南北两居，室内保养新，对小区花园，低总价， 产权清晰,1018万,110652元/m²,2室2厅,92m²,高层(共26层),2010年建造,郑新新,中海紫御公馆  东城-永定门-永定门西滨河路,[]
安家置业通州，本房属于你 首付160万 70年产权看房随时,408万,45333元/m²,2室1厅,90m²,高层(共22层),2015年建造,李拥军,首开香溪郡  通州-通州区其他-通顺路,['小户型']
800万~ 四环边 鹿港嘉苑 全南两居室 高层采光无遮挡,820万,86901元/m²,2室2厅,94m²,高层(共23层),2005年建造,仝希亮,鹿港嘉苑  朝阳-望京西-望京西路50号,[]
良乡好位置佳世苑 精装两居室 房主已订房 急售 看房方便,252万,26250元/m²,2室2厅,96m²,中层(共15层),2010年建造,马英喆,佳世苑北区  房山-良乡-规划十路,[]
（优）润泽公馆.高层.视野好.满两年.税少.婚房装修.总价低,705万,80830元/m²,2室1厅,87m²,高层(共29层),2012年建造,孟凡,润泽公馆  朝阳-北苑-水岸南街,"['繁华地段', '品质小区 ']"
新风南里 南北通透 中间层 满五商品房,1026万,139972元/m²,2室1厅,73m²,低层(共6层),2019年建造,李立国,"新风南里  西城-德胜门-新风街,近德胜门外大街",[]
草桥.玺萌丽苑.精装修两居，视野好，观河.拎包入住.低首付,520万,62847元/m²,2室1厅,82m²,中层(共24层),2002年建造,巩方方,玺萌鹏苑  丰台-草桥-嘉园路,[]
大宁山庄小二居89平南北通透精装修380万,380万,42696元/m²,2室2厅,89m²,中层(共6层),2013年建造,郝爱平,大宁山庄  房山-长阳-京深路,['南北通透']
六里桥 西三环益丰苑 成熟社区 实用两居 精装修 总价低,660万,78985元/m²,2室1厅,83m²,低层(共17层),2007年建造,闫晓丰,益丰苑小区  丰台-六里桥西-西局北街26号,"['繁华地段', '品质小区 ']"
南北通透两居室 建成2007年，电梯房,390万,43541元/m²,2室2厅,89m²,中层(共11层),2007年建造,窦亚丽,蓝郡国际花园  昌平-昌平县城-西环路25号,['南北通透']
首经贸地铁口 南北通透两居室 低楼层 业主诚心出售,398万,56246元/m²,2室1厅,70m²,低层(共6层),2019年建造,王娜,育芳园  丰台-玉泉营-万方路,[]
首经贸地铁万年花城二期 全南向两居 满五年且名下一套住房,660万,66498元/m²,2室1厅,99m²,低层(共29层),2019年建造,曹奋波,万芳园二区  丰台-玉泉营-万芳路,[]
南五环德贤路 南海子公园旁 70年住宅450万买此房,450万,50000元/m²,2室2厅,90m²,高层(共22层),2018年建造,李拥军,熙悦林语  大兴-瀛海镇-南五环,['小户型']
大学城地铁 次新小区瑞雪春堂满五唯一南北精装修 随时签约急售,280万,31042元/m²,2室1厅,90m²,高层(共16层),2012年建造,朱向文,瑞雪春堂  房山-良乡-良官公路,[]
中式精装修别墅 免去您的装修烦恼 有山有水有森林 空气清新,490万,35251元/m²,3室2厅,139m²,共4层,2018年建造,宋来运,观唐云鼎  密云-密云-密溪路39号,"['品质小区 ', '繁华地段', '安全性高']"
康庄住宅小区~中等楼层~南北通透~拎包入住~着急卖,122万,16266元/m²,2室1厅,75m²,低层(共6层),1995年建造,周金友,康庄住宅小区  延庆-康庄-西康路,"['品质小区 ', '繁华地段', '安全性高']"
前沙涧7号院 顶层送30平米阁楼 近地铁 海淀北部新区,320万,38095元/m²,2室1厅,84m²,高层(共6层),2010年建造,刘振峰,前沙涧路7号院  海淀-海淀北部-沙涧路7号,[]
近地铁，交通方便，南北通透小板楼，满五一套，成本低,505万,60770元/m²,2室1厅,83m²,高层(共6层),2019年建造,王卓丽,望园东里  丰台-七里庄-丰台北路125号,[]
拥金1.2房价可大议 海淀区精装2居  随时签约 社区年代新,799万,81530元/m²,2室2厅,98m²,低层(共35层),2013年建造,范春艳,海淀九号  海淀-万寿路-莲宝路9号,"['品质小区 ', '繁华地段', '安全性高']"
金科帕提欧87平288万,288万,33103元/m²,2室1厅,87m²,低层(共6层),2009年建造,陶燕玲,金科帕提欧  昌平-小汤山北-沙顺路91号,[]
万年花城 纯板楼南向两居 精装修 满五年地铁10号线旁,665万,68051元/m²,2室1厅,97m²,中层(共9层),2006年建造,于小芬,万芳园一区  丰台-玉泉营-丰台东路,"['繁华地段', '近地铁', '次新小区']"
湖南小区~家有老人的看过来~送地下室~看房方便~总价低,195万,24405元/m²,2室2厅,79m²,低层(共6层),2002年建造,许小磊,湖南小区(南区)  延庆-延庆城区-湖南东路,"['交通便利', '安全性高', '品质小区 ']"
样板间，南北通透，楼栋位于小区中间，有钥匙,320万,36688元/m²,2室2厅,87m²,低层(共11层),2006年建造,李大宝,加州水郡(西区)  房山-长阳-昊天北大街48号,[]
金色漫香苑精装修两居室 南北通透 电梯板楼洋房,389万,43179元/m²,2室1厅,90m²,低层(共8层),2013年建造,贾洪翠,金色漫香苑  昌平-北七家-天权路2号,[]
选房选户型 明厨明卫 南北通透 房山线广阳城站天骄俊园两居室,285万,32386元/m²,2室2厅,88m²,中层(共6层),2009年建造,钟家欣,天骄俊园  房山-良乡-长阳路,"['拎包入住', '南北通透']"
观澜时代 正规两居室 东西通透 高楼层 采光好 看房方便,370万,44063元/m²,2室1厅,83m²,高层(共14层),2013年建造,杜鑫燚,金隅观澜时代  昌平-昌平县城-龙水路38号,[]
玉泉营枫泽园 南北通透两居格局方正户型好 临10号线,610万,64990元/m²,2室1厅,93m²,高层(共6层),2005年建造,徐付英,枫泽园  丰台-玉泉营-丰台东路,['配套成熟']
玺萌鹏苑，位置好  临河边公园,640万,68987元/m²,2室1厅,92m²,中层(共24层),2003年建造,聂伟,玺萌鹏苑  丰台-草桥-嘉园路,['品质小区 ']
收拥1.2 瑞丽江畔，双地铁线，双阳台，看房提前联系,588万,59926元/m²,2室1厅,98m²,中层(共21层),2005年建造,赵润平,瑞丽江畔(北区)  丰台-马家堡-马家堡西路28号,[]
保利嘉园三号院 2室1厅 419万，楼房挑高高双层窗户隔外音,419万,46622元/m²,2室1厅,89m²,高层(共29层),2010年建造,杨晨,保利嘉园3号院  朝阳-常营-常营中路3号,"['配套成熟', '两房朝南']"
安家.西三旗 黄平路8号院 一层两居 看房方便 诚心出售 急,308万,58113元/m²,2室1厅,53m²,低层(共6层),1998年建造,李永廷,黄平路8号院  昌平-霍营-黄平路8号,['安全性高']
C21陶然亭四平园 南北 两居 带电梯央产房（有钥匙）,950万,95959元/m²,2室1厅,99m²,高层(共12层),1998年建造,芦彬,四平园小区  西城-陶然亭-南横东街,['配套成熟']
安家.西三旗 常秀家园精装南北两居 前后无遮挡采光好 靠谱卖,388万,62279元/m²,2室1厅,62m²,低层(共6层),1999年建造,师毛,常秀家园  海淀-西三旗-建材城西路,"['配套成熟', '交通便利']"
总部基地 精装西南两居 近四环路 交通方便 自带游泳馆商业街,520万,62650元/m²,2室1厅,83m²,中层(共18层),2001年建造,倪坤,怡海花园  丰台-科怡路-恒富中街,[]
（上新了）二次精装修 房主自住 配套齐全 交通便利 不二之选,309万,33956元/m²,2室1厅,91m²,中层(共14层),2011年建造,谢青,加州水郡(西区)  房山-长阳-昊天北大街48号,"['安全性高', '繁华地段', '品质小区 ']"
尚 诚 世华龙樾全南像两居室 楼间距宽 临盒马悦茂 户型好,660万,86842元/m²,2室1厅,76m²,低层(共17层),2013年建造,万攀鹤,世华龙樾二里  海淀-清河-后屯路,"['安全性高', '素质住户', '交通便利']"
长阳 加州水郡 满伍唯壹 东南向 两居室 免稅房,305万,33516元/m²,2室1厅,91m²,低层(共15层),2009年建造,赵健,加州水郡(西区)  房山-长阳-昊天北大街48号,"['两房朝南', '配套成熟', '交通便利']"
黄村 观音寺 海子角南里一层 精装两居 业主急售 看房随时,260万,35135元/m²,2室1厅,74m²,低层(共6层),1996年建造,王继,海子角南里小区  大兴-观音寺-黄徐路2号,['安全性高']
九州新上波尔多南北通透大两居带大花园精装修满两年税费少诚售,300万,25423元/m²,2室2厅,118m²,共5层,2010年建造,魏焕存,恒盛波尔多小镇(南区)  大兴-大兴区其他-育新街32号,"['南北通透', '一梯两户', '交通便利']"
西潞园二里 满2年 低楼层  采光好 视野宽阔 钥匙房,215万,33646元/m²,2室1厅,63m²,低层(共7层),1993年建造,赵健,西潞园  房山-良乡-良乡西潞北大街,[]
拥金1.2 全南二居双卫 免祱 送车位 我的老业主  随时看,776万,79183元/m²,2室2厅,98m²,高层(共20层),2006年建造,高宏明,风荷曲苑  丰台-六里桥西-莲宝中路,"['全南户型', '繁华地段']"
（看房随时）林肯公园70年住宅 南北通透94平2居 园区中心,536万,56659元/m²,2室2厅,94m²,低层(共22层),2008年建造,王荣喜,林肯公园C区  大兴-亦庄-西环北路,"['环境优美', '近地铁', '配套成熟']"
杨庄东街和八角北路交汇处，周边配套丰富，交通便利,298万,49666元/m²,2室1厅,60m²,低层(共6层),1980年建造,张川,石景山杨庄小区(首钢杨庄小区)  石景山-杨庄-杨庄东街,[]
九州好房 育新精装两居 南北通透楼间距大 采光好自住房,210万,24705元/m²,2室2厅,85m²,低层(共15层),2012年建造,王菲,育新花园西里  大兴-大兴区其他-育林街3号,[]
